Date,Open,High,Low,Close,Volume
,,,,,
4/6/18 17:00,6618.92,6628.6,6591.26,6613.9,252.62
,,,,,
4/6/18 18:00,6614.99,6639.69,6584.38,6606.58,389.65
,,,,,
4/6/18 19:00,6606.75,6622.06,6559.87,6619.36,208.83
,,,,,
4/6/18 20:00,6619.36,6626.5,6593,6608.29,90.39
,,,,,
4/6/18 21:00,6608.29,6638.63,6600.15,6607.15,207.59
,,,,,
4/6/18 22:00,6606.62,6619.3,6547.12,6547.13,228.04
,,,,,
4/6/18 23:00,6547.12,6631.71,6539.69,6618.33,174.97
,,,,,
4/7/18 0:00,6627.7,6638.63,6600.99,6635.27,106.66
,,,,,
4/7/18 1:00,6639.35,6900,6639.35,6837.87,1288.22
,,,,,
4/7/18 2:00,6849.5,6857.3,6804.18,6832.62,414.15
,,,,,
4/7/18 3:00,6839.32,6877,6823.79,6860.15,199.79
,,,,,
4/7/18 4:00,6868.1,6868.1,6830,6852,117.91
,,,,,
4/7/18 5:00,6852,6896.41,6831.71,6846.68,252.19
,,,,,
4/7/18 6:00,6849.43,6889.98,6845.95,6864.76,292.21
,,,,,
4/7/18 7:00,6864.71,6875.58,6838.48,6866.01,148.42
,,,,,
4/7/18 8:00,6866.02,6924.52,6860.1,6875.02,392.96
,,,,,
4/7/18 9:00,6876.73,6876.73,6820,6857.6,285.87
,,,,,
4/7/18 10:00,6858.29,6880,6843.91,6864.3,51.85
,,,,,
4/7/18 11:00,6869.2,6876,6847.63,6866.52,181.65
,,,,,
4/7/18 12:00,6861.28,6888.88,6856.08,6872.99,156.93
,,,,,
4/7/18 13:00,6876.99,6880,6761.43,6842.13,385.35
,,,,,
4/7/18 14:00,6853.3,6869.99,6845.06,6863.58,185.6
,,,,,
4/7/18 15:00,6863.58,7029.12,6850.25,7004.3,1326.46
,,,,,
4/7/18 16:00,7004.3,7069.13,6995,7030.59,436.47
,,,,,
4/7/18 17:00,7029.43,7033.5,6981.42,7005.2,271.9
,,,,,
4/7/18 18:00,7004.85,7029.03,6966,6996.38,323.49
,,,,,
4/7/18 19:00,6996.38,7000.85,6970.45,6996.97,108.27
,,,,,
4/7/18 20:00,6995.6,7019.5,6978.53,7002.9,117.56
,,,,,
4/7/18 21:00,7003.85,7010.96,6965,6972.19,90.9
,,,,,
4/7/18 22:00,6981.3,6990.14,6916.33,6936.79,236.43
,,,,,
4/7/18 23:00,6939.66,6943.93,6863,6904.9,311.78
,,,,,
4/8/18 0:00,6904.21,7012.04,6901,6968.39,246.32
,,,,,
4/8/18 1:00,6969.07,6994.78,6906.15,6948.41,134.62
,,,,,
4/8/18 2:00,6948.17,6979.23,6915.01,6949.98,152.32
,,,,,
4/8/18 3:00,6949.25,6977.37,6927.6,6964.61,74.27
,,,,,
4/8/18 4:00,6964.61,6998.87,6952.47,6972.88,87.03
,,,,,
4/8/18 5:00,6973.58,7010,6912.04,6943.31,222.75
,,,,,
4/8/18 6:00,6943.31,6952.4,6894.8,6920,135.1
,,,,,
4/8/18 7:00,6917.23,6958.9,6913.87,6934.6,55.05
,,,,,
4/8/18 8:00,6935.31,6973.92,6930.88,6967.7,121.52
,,,,,
4/8/18 9:00,6967.52,7032.42,6955,6992.6,249.03
,,,,,
4/8/18 10:00,6982.54,7001.9,6974.11,6985.78,103.31
,,,,,
4/8/18 11:00,6985.8,7100,6972,7088.42,365.2
,,,,,
4/8/18 12:00,7100,7104.52,7059.11,7082.8,399.08
,,,,,
4/8/18 13:00,7082.85,7095.69,7046.75,7059.71,108.44
,,,,,
4/8/18 14:00,7059.43,7077,7020,7020,453.52
,,,,,
4/8/18 15:00,7025,7063.01,7019,7045.91,161.16
,,,,,
4/8/18 16:00,7042.72,7044.44,6981.42,6990,278.69
,,,,,
4/8/18 17:00,6983.95,7004.07,6946.64,6992.28,144.7
,,,,,
4/8/18 18:00,7000.9,7016.24,6955,6989.69,121.11
,,,,,
4/8/18 19:00,6989.69,7006.7,6975,6990,153.82
,,,,,
4/8/18 20:00,6991.31,6991.31,6950.82,6953.82,267.61
,,,,,
4/8/18 21:00,6952.82,7006.98,6952.82,7005.12,65.86
,,,,,
4/8/18 22:00,7005.12,7051.5,7001.29,7033.12,164.13
,,,,,
4/8/18 23:00,7033.12,7033.12,6985.82,7027.26,88.03
,,,,,
4/9/18 0:00,7027.26,7097.44,7016.14,7057.22,251.15
,,,,,
4/9/18 1:00,7051.62,7135,7051.62,7111.03,254.61
,,,,,
4/9/18 2:00,7112.81,7157.93,7105.6,7110.75,291.51
,,,,,
4/9/18 3:00,7110.04,7133.23,7058.05,7127.34,185.87
,,,,,
4/9/18 4:00,7127.85,7147,7100.01,7133,169.5
,,,,,
4/9/18 5:00,7130.01,7141.13,7094.17,7101.17,115.27
,,,,,
4/9/18 6:00,7105.78,7131.99,7085,7119,216.59
,,,,,
4/9/18 7:00,7122.39,7141.7,7105.53,7124.4,152.68
,,,,,
4/9/18 8:00,7125.55,7169,7120.33,7164.99,328.65
,,,,,
4/9/18 9:00,7164.99,7175.83,7078,7080,434.9
,,,,,
4/9/18 10:00,7080,7080,6760,6781,1983.8
,,,,,
4/9/18 11:00,6781,6790.21,6692,6751.47,973.06
,,,,,
4/9/18 12:00,6751.47,6792.11,6691.28,6751.37,757.14
,,,,,
4/9/18 13:00,6753.23,6768.93,6713,6724.3,332.16
,,,,,
4/9/18 14:00,6724.3,6741.59,6660,6735.84,503.8
,,,,,
4/9/18 15:00,6741.59,6775.19,6707.56,6722.24,304.12
,,,,,
4/9/18 16:00,6728.77,6746.13,6703.91,6744,231
,,,,,
4/9/18 17:00,6742.67,6744.4,6708.81,6728.24,108.8
,,,,,
4/9/18 18:00,6728.33,6758.7,6725,6742.1,133.98
,,,,,
4/9/18 19:00,6741.04,6752.6,6642.31,6674.46,439.35
,,,,,
4/9/18 20:00,6667.09,6681.23,6611.49,6653.91,1120.7
,,,,,
4/9/18 21:00,6661.99,6731.11,6653.94,6710.1,403.42
,,,,,
4/9/18 22:00,6710.32,6725.66,6685,6693.25,183.31
,,,,,
4/9/18 23:00,6693.25,6792.99,6692,6780.1,228.54
,,,,,
4/10/18 0:00,6782.39,6786.82,6751.81,6769.8,149.92
,,,,,
4/10/18 1:00,6769.8,6769.8,6717,6720.25,237.45
,,,,,
4/10/18 2:00,6729.39,6766.77,6721.23,6736,92.93
,,,,,
4/10/18 3:00,6736,6792.28,6736,6783.11,258.86
,,,,,
4/10/18 4:00,6789.61,6795.98,6738,6754.56,237.68
,,,,,
4/10/18 5:00,6754.56,6774.4,6724.78,6754.23,199.15
,,,,,
4/10/18 6:00,6754.23,6776.04,6692.04,6717.78,147.19
,,,,,
4/10/18 7:00,6717.78,6748.65,6699.99,6723.31,106.26
,,,,,
4/10/18 8:00,6723.5,6742.11,6653.21,6738.17,486.28
,,,,,
4/10/18 9:00,6738.17,6785,6725.39,6771.08,166.24
,,,,,
4/10/18 10:00,6771.1,6781.96,6712.15,6726.45,341.95
,,,,,
4/10/18 11:00,6726.46,6756.27,6708.01,6739.21,226.3
,,,,,
4/10/18 12:00,6744.02,6762.8,6721.02,6760,186.54
,,,,,
4/10/18 13:00,6760,6774.27,6745.86,6753.61,232.88
,,,,,
4/10/18 14:00,6753.61,6761,6735.46,6758,134.38
,,,,,
4/10/18 15:00,6760.99,6868.81,6760.8,6821.48,1313.95
,,,,,
4/10/18 16:00,6821.48,6847.4,6812.64,6836.02,163.61
,,,,,
4/10/18 17:00,6836.1,6871.88,6826.12,6859,191.91
,,,,,
4/10/18 18:00,6854.77,6870,6827.77,6840.79,179.02
,,,,,
4/10/18 19:00,6842.5,6859.5,6828.88,6849.66,172.24
,,,,,
4/10/18 20:00,6848.29,6854.9,6815.88,6853.7,233.07
,,,,,
4/10/18 21:00,6853.64,6867.18,6828.65,6849.66,151.22
,,,,,
4/10/18 22:00,6860.77,6900,6779.44,6805.19,599.23
,,,,,
4/10/18 23:00,6795.71,6840.46,6783.94,6835.67,271.95
,,,,,
4/11/18 0:00,6824.75,6860.46,6824.47,6854.99,250.74
,,,,,
4/11/18 1:00,6853.7,6853.7,6823.03,6836,109.04
,,,,,
4/11/18 2:00,6836,6854.91,6828.04,6844.2,90.24
,,,,,
4/11/18 3:00,6844.2,6845.29,6810.79,6825.74,210.33
,,,,,
4/11/18 4:00,6830.72,6842.58,6818.36,6842.58,48.41
,,,,,
4/11/18 5:00,6839.99,6880,6823.7,6823.7,311.37
,,,,,
4/11/18 6:00,6823.69,6858.71,6809.26,6856.71,226.28
,,,,,
4/11/18 7:00,6851.64,6860,6830.82,6844.2,109.08
,,,,,
4/11/18 8:00,6844.2,6871,6837.02,6864.22,104.77
,,,,,
4/11/18 9:00,6871,6880,6850.03,6853.49,231.39
,,,,,
4/11/18 10:00,6854.12,6869.4,6836.01,6836.8,224.45
,,,,,
4/11/18 11:00,6836.8,6871.94,6815,6855.31,164.32
,,,,,
4/11/18 12:00,6860.79,6871.19,6839.42,6862.08,169.81
,,,,,
4/11/18 13:00,6850.24,6984.92,6850.24,6935.63,736.84
,,,,,
4/11/18 14:00,6935.99,6961.62,6927.75,6937.4,334.18
,,,,,
4/11/18 15:00,6937.4,6948.73,6915,6942.75,273.73
,,,,,
4/11/18 16:00,6940,6940,6905.01,6925,171.2
,,,,,
4/11/18 17:00,6924.99,6925.5,6874.65,6905.26,355.29
,,,,,
4/11/18 18:00,6905.4,6919.98,6896.1,6909.01,284.14
,,,,,
4/11/18 19:00,6909.01,6920,6903,6915.04,169.13
,,,,,
4/11/18 20:00,6912,6920,6886.28,6895.03,165.38
,,,,,
4/11/18 21:00,6889.01,6905,6881.49,6904,123.07
,,,,,
4/11/18 22:00,6904,6930,6898.55,6923.61,408.9
,,,,,
4/11/18 23:00,6929.92,6964.01,6919.72,6940.94,553.32
,,,,,
4/12/18 0:00,6940.94,6956.77,6915.65,6932.24,212.33
,,,,,
4/12/18 1:00,6934.61,6934.61,6890.24,6924.55,219.07
,,,,,
4/12/18 2:00,6926.32,6948.22,6919.99,6940,207.77
,,,,,
4/12/18 3:00,6940,6958.12,6924.14,6944.98,231.87
,,,,,
4/12/18 4:00,6944.99,6969,6928.38,6967.86,172.19
,,,,,
4/12/18 5:00,6967.86,6967.86,6924.56,6950.43,157.83
,,,,,
4/12/18 6:00,6944.5,6954.09,6778.98,6794,505.55
,,,,,
4/12/18 7:00,6794,6843.35,6758.45,6834.17,463.83
,,,,,
4/12/18 8:00,6834.17,6852.16,6814.29,6838,207.8
,,,,,
4/12/18 9:00,6838,6855.68,6818,6845.82,293.65
,,,,,
4/12/18 10:00,6845.83,6964.01,6835.5,6935.34,470.45
,,,,,
4/12/18 11:00,6935.9,8069.34,6931.5,7725.77,6147.11
,,,,,
4/12/18 12:00,7725.78,7792.14,7638.03,7699.83,2148.33
,,,,,
4/12/18 13:00,7699.76,7731.11,7638.03,7693.76,1256.24
,,,,,
4/12/18 14:00,7693.76,7727.7,7599.99,7655.02,801.12
,,,,,
4/12/18 15:00,7655.8,7668.44,7602.67,7626.76,659.98
,,,,,
4/12/18 16:00,7626.76,7650,7570.05,7634.99,671.27
,,,,,
4/12/18 17:00,7635.1,7792.14,7634.44,7689.9,884.47
,,,,,
4/12/18 18:00,7690,7710.01,7654.9,7680.69,359.04
,,,,,
4/12/18 19:00,7685.08,7761.12,7670,7678,452.06
,,,,,
4/12/18 20:00,7684.27,7750,7674.99,7733.99,281.25
,,,,,
4/12/18 21:00,7734.8,7909.75,7691.79,7835,868.95
,,,,,
4/12/18 22:00,7835,7868.48,7753.32,7868.48,507.95
,,,,,
4/12/18 23:00,7870,8000,7828.47,7923.78,853.27
,,,,,
4/13/18 0:00,7923.78,8000,7831.15,7896.4,524.85
,,,,,
4/13/18 1:00,7898.59,7905.91,7753.32,7791.3,468.23
,,,,,
4/13/18 2:00,7791.66,7890.03,7791.66,7874.19,314.48
,,,,,
4/13/18 3:00,7874.02,7909.75,7820.79,7825.13,313.73
,,,,,
4/13/18 4:00,7818.23,7849.1,7792.14,7821.9,326.98
,,,,,
4/13/18 5:00,7820.69,7836.99,7756,7790.77,320.38
,,,,,
4/13/18 6:00,7797.92,7896.91,7783.52,7824,680.55
,,,,,
4/13/18 7:00,7820.62,8171,7820.62,8100,2071.95
,,,,,
4/13/18 8:00,8094.98,8150,8049.22,8122.45,756.42
,,,,,
4/13/18 9:00,8121.19,8165.82,8049.23,8050,788.66
,,,,,
4/13/18 10:00,8050,8106,8010,8070.68,653.24
,,,,,
4/13/18 11:00,8070.68,8150,8060.51,8102.11,783.22
,,,,,
4/13/18 12:00,8095.1,8239.33,8093.46,8199,1283.42
,,,,,
4/13/18 13:00,8193.5,8226.69,8029.14,8104.84,2266.54
,,,,,
4/13/18 14:00,8105.3,8150.33,8049.22,8120,2003.14
,,,,,
4/13/18 15:00,8120,8153,8090,8140.94,1073.93
,,,,,
4/13/18 16:00,8140.94,8199,8093.02,8132,845.56
,,,,,
4/13/18 17:00,8132,8163.99,8054.59,8124.71,548.24
,,,,,
4/13/18 18:00,8124.59,8124.59,8080,8118,299.32
,,,,,
4/13/18 19:00,8118,8126,8049.22,8099.79,248.5
,,,,,
4/13/18 20:00,8094.1,8116.69,7850.72,7910,1328.56
,,,,,
4/13/18 21:00,7910,7921.99,7842,7887.57,424.29
,,,,,
4/13/18 22:00,7886.5,7911,7805,7911,523.72
,,,,,
4/13/18 23:00,7911,7981.44,7870.35,7896.92,758.05
,,,,,
4/14/18 0:00,7885.9,7929.53,7835,7923.97,327.62
,,,,,
4/14/18 1:00,7925,8076.61,7906.09,8049.25,472.75
,,,,,
4/14/18 2:00,8049.25,8071.95,8000,8033.29,249.34
,,,,,
4/14/18 3:00,8033.62,8089.51,8005,8039.61,423.4
,,,,,
4/14/18 4:00,8046.92,8070.01,7963.03,7979.68,356.2
,,,,,
4/14/18 5:00,7987.7,8059.61,7958.58,7965.39,443
,,,,,
4/14/18 6:00,7965.39,8037.68,7964.01,8020.25,282.9
,,,,,
4/14/18 7:00,8021.01,8232.14,7990.61,8142.98,1305.43
,,,,,
4/14/18 8:00,8142.98,8186.16,8089.51,8121.94,288.76
,,,,,
4/14/18 9:00,8121.94,8145.41,7995,8043.2,364.88
,,,,,
4/14/18 10:00,8042.67,8060,7929.53,7950.95,290.85
,,,,,
4/14/18 11:00,7960,8041.79,7940.78,7982.99,487.42
,,,,,
4/14/18 12:00,7983.29,8000,7871,7915.99,709.66
,,,,,
4/14/18 13:00,7916.28,8014.35,7914.98,7985.39,897.5
,,,,,
4/14/18 14:00,7983.99,8017.75,7938.16,7992.32,279.97
,,,,,
4/14/18 15:00,7992.33,8020,7964.26,7973.04,187.59
,,,,,
4/14/18 16:00,7968.81,8026.82,7937.77,8012.22,358.5
,,,,,
4/14/18 17:00,8010.21,8010.21,7929.88,7990,229.52
,,,,,
4/14/18 18:00,7981.63,8049.22,7958.66,8039.64,103.02
,,,,,
4/14/18 19:00,8039.63,8050,7990,8021.6,191.09
,,,,,
4/14/18 20:00,8023.87,8089.4,7999.24,8072.55,332.99
,,,,,
4/14/18 21:00,8076.99,8089.51,8030.72,8045.33,87.91
,,,,,
4/14/18 22:00,8046.18,8076.67,8036.55,8044.4,69.85
,,,,,
4/14/18 23:00,8053.48,8053.6,7945.2,8000.41,195.39
,,,,,
4/15/18 0:00,8003.39,8139.54,8001.23,8055.25,493.87
,,,,,
4/15/18 1:00,8068.86,8118.24,8037.18,8100,162.14
,,,,,
4/15/18 2:00,8102.37,8121.48,8070,8084.3,120.51
,,,,,
4/15/18 3:00,8082.95,8103.5,8066.92,8076.49,170.78
,,,,,
4/15/18 4:00,8076.49,8149.87,8070.46,8102.17,268.08
,,,,,
4/15/18 5:00,8101.61,8140.28,8060,8122.94,183.17
,,,,,
4/15/18 6:00,8122.94,8133.9,8098.46,8113.28,202.68
,,,,,
4/15/18 7:00,8113.15,8123.3,8071.09,8072.01,108.54
,,,,,
4/15/18 8:00,8073.93,8175.06,8071.45,8129.98,321.9
,,,,,
4/15/18 9:00,8129.99,8139.99,8081,8118.99,193.24
,,,,,
4/15/18 10:00,8118.99,8136.19,8112.91,8118.45,144.35
,,,,,
4/15/18 11:00,8118.45,8417,8117.04,8331.67,1704.28
,,,,,
4/15/18 12:00,8329.01,8379.47,8302.51,8343.4,690.27
,,,,,
4/15/18 13:00,8343.47,8395.99,8336.67,8350,514.22
,,,,,
4/15/18 14:00,8350,8377.4,8320.01,8331.54,300.74
,,,,,
4/15/18 15:00,8331.55,8341.69,8243.86,8278.21,458.7
,,,,,
4/15/18 16:00,8276.4,8316.98,8266.37,8278.83,94.87
,,,,,
4/15/18 17:00,8282.69,8321.75,8264.71,8294.58,138.36
,,,,,
4/15/18 18:00,8294.59,8335.56,8282.1,8322.5,131.3
,,,,,
4/15/18 19:00,8315.73,8327.46,8268.9,8297.28,253.25
,,,,,
4/15/18 20:00,8305.23,8324.38,8266.86,8289.8,118.61
,,,,,
4/15/18 21:00,8279.99,8334.68,8267.92,8320,202.33
,,,,,
4/15/18 22:00,8306.88,8363.32,8289.4,8355.69,271.77
,,,,,
4/15/18 23:00,8354.65,8365,8308.33,8354.22,294.88
,,,,,
4/16/18 0:00,8353.43,8424.99,8324.83,8385.1,533.82
,,,,,
4/16/18 1:00,8392.65,8420,8335.57,8352.04,627.14
,,,,,
4/16/18 2:00,8348.44,8354.21,8106.26,8159.91,1588.36
,,,,,
4/16/18 3:00,8158.3,8203.34,8135.26,8173.59,341.15
,,,,,
4/16/18 4:00,8173.19,8186.52,8135.87,8143,281.74
,,,,,
4/16/18 5:00,8143.09,8146.93,8002,8053.1,1226.59
,,,,,
4/16/18 6:00,8053.1,8109.73,7999.69,8097.9,954.45
,,,,,
4/16/18 7:00,8085.78,8137.99,8059,8113.04,292.33
,,,,,
4/16/18 8:00,8113.04,8143.11,8090.35,8140.35,288.31
,,,,,
4/16/18 9:00,8128.7,8142.45,8035.4,8101.33,358.97
,,,,,
4/16/18 10:00,8101.33,8130.01,8045.13,8084.68,213
,,,,,
4/16/18 11:00,8085.9,8107.93,8029.14,8097.05,305.03
,,,,,
4/16/18 12:00,8097.05,8097.05,7920.01,7955.55,1121.88
,,,,,
4/16/18 13:00,7963.6,7982.59,7905,7970.73,476.75
,,,,,
4/16/18 14:00,7970.73,8004.84,7933.58,7976,238.05
,,,,,
4/16/18 15:00,7980,7997.43,7962,7974.94,318.15
,,,,,
4/16/18 16:00,7969.48,7985,7938.78,7966.2,119.86
,,,,,
4/16/18 17:00,7968.5,8063,7963.3,8032.9,267.46
,,,,,
4/16/18 18:00,8031.21,8042.49,8005.19,8028.95,179.43
,,,,,
4/16/18 19:00,8023.37,8054.62,7978.21,7996.29,198.29
,,,,,
4/16/18 20:00,7988.1,8009.99,7949.35,8001.4,181.91
,,,,,
4/16/18 21:00,8001.16,8035.26,7977.59,8028.93,258.32
,,,,,
4/16/18 22:00,8028.5,8035.11,7964.72,8020.68,172.32
,,,,,
4/16/18 23:00,8017.1,8094.17,8017.1,8048.15,323.28
,,,,,
4/17/18 0:00,8054.68,8067.55,8009.13,8037.1,212.16
,,,,,
4/17/18 1:00,8043.49,8076.68,8016.5,8025.78,162.26
,,,,,
4/17/18 2:00,8026.99,8049.22,7968.31,8033.08,232.76
,,,,,
4/17/18 3:00,8045.29,8046.95,8000.11,8027.42,118.07
,,,,,
4/17/18 4:00,8033.59,8033.59,7985.98,8019.48,146.19
,,,,,
4/17/18 5:00,8018.48,8023.56,7971,7978.47,283.83
,,,,,
4/17/18 6:00,7976,8037.66,7968.31,8007.66,209.76
,,,,,
4/17/18 7:00,8007.68,8160,7999.27,8117,898.37
,,,,,
4/17/18 8:00,8115.52,8160.85,8114.02,8124.24,332.71
,,,,,
4/17/18 9:00,8129.99,8150,8124.5,8141.8,305.75
,,,,,
4/17/18 10:00,8144.89,8155.86,8060.87,8090.31,871.2
,,,,,
4/17/18 11:00,8097.52,8124.62,8082.46,8120.09,163.49
,,,,,
4/17/18 12:00,8120.88,8149.66,8090,8098.5,444.76
,,,,,
4/17/18 13:00,8099.56,8119.92,8050,8101.29,228.48
,,,,,
4/17/18 14:00,8096.44,8125.29,8068.37,8109.31,653.89
,,,,,
4/17/18 15:00,8109.6,8118.73,8070.4,8075.33,270.93
,,,,,
4/17/18 16:00,8083.54,8124.5,8070.75,8103.71,248.61
,,,,,
4/17/18 17:00,8109.2,8122.3,8081.35,8089.43,289.27
,,,,,
4/17/18 18:00,8089.25,8095.44,7909.75,7938.33,738.11
,,,,,
4/17/18 19:00,7940,7942.11,7850,7872.33,1157.71
,,,,,
4/17/18 20:00,7872.33,7934.49,7806.81,7918.7,687.34
,,,,,
4/17/18 21:00,7915.55,7938.4,7886.54,7907.9,171.22
,,,,,
4/17/18 22:00,7907.64,7917.08,7875.62,7903.11,261.35
,,,,,
