Date,Open,High,Low,Close,Volume
4/1/18 0:00,393.84,399.76,393.84,395,557.7054303
4/1/18 1:00,395,399.03,394.99,397.66,385.6342708
4/1/18 2:00,397.66,397.69,392.88,393.84,263.3374949
4/1/18 3:00,393.84,395.59,392.57,393.49,1358.399292
4/1/18 4:00,393.49,394.5,392.06,393.85,1214.548903
4/1/18 5:00,393.85,394.48,393.4,394.38,688.6564577
4/1/18 6:00,394.38,394.4,385.49,386,978.2787694
4/1/18 7:00,386,386.24,374.5,377.69,4823.706504
4/1/18 8:00,377.69,380,376.09,377.49,1486.768901
4/1/18 9:00,377.49,383.09,372,382.64,2778.575484
4/1/18 10:00,382.64,382.89,376.58,379.14,600.7982635
4/1/18 11:00,379.14,379.14,372.16,375.58,1075.536065
4/1/18 12:00,375.58,377.57,375,375.88,928.3682694
4/1/18 13:00,375.88,375.97,366,367.87,2542.442591
4/1/18 14:00,367.87,367.87,358.88,364,8882.259634
4/1/18 15:00,364,365.98,360.99,361.15,3750.795913
4/1/18 16:00,361.15,379.9,360.3,374.54,3455.474715
4/1/18 17:00,374.54,382.52,373.44,380.59,2565.764831
4/1/18 18:00,380.59,383.01,377,379.32,1963.332394
4/1/18 19:00,379.32,386.99,379.2,384.05,1147.119394
4/1/18 20:00,384.05,385.27,379.64,382.2,415.8717389
4/1/18 21:00,382.2,382.5,377.48,378.37,291.1524294
4/1/18 22:00,378.37,380.03,375.69,377.85,863.9693692
4/1/18 23:00,377.85,380.58,375.76,378.55,396.9056851
4/2/18 0:00,378.55,386.43,375.12,383.6,1203.328997
4/2/18 1:00,383.6,385.67,379.77,380,1006.985131
4/2/18 2:00,380,382.86,378.46,382.73,693.7165254
4/2/18 3:00,382.73,386.15,381.53,384.05,3036.125117
4/2/18 4:00,384.05,385.22,379.02,379.8,1430.3716
4/2/18 5:00,379.8,384.01,378.6,382.51,341.8264398
4/2/18 6:00,382.51,384.78,381,381,449.8444372
4/2/18 7:00,381,389.99,381,389.05,661.311382
4/2/18 8:00,389.05,392.89,387.29,392.42,437.1641427
4/2/18 9:00,392.42,393.3,390.01,390.62,328.1020317
4/2/18 10:00,390.62,391.39,387.78,390.24,734.1853665
4/2/18 11:00,390.24,393.69,389.61,390.9,1311.930424
4/2/18 12:00,390.9,390.9,385.97,387.17,531.8565838
4/2/18 13:00,387.17,391.64,387,389.4,1644.977837
4/2/18 14:00,389.4,389.85,381.01,384.65,1441.03159
4/2/18 15:00,384.65,391.73,384.65,389.7,1516.558868
4/2/18 16:00,389.7,390.66,386.01,387.69,2020.051752
